lat,lon,z_m,ch4_ppm,background_ppm,wind_speed_ms,wind_dir_from_deg,stability,source_lat,source_lon,source_height_m,Q_true_gps
7.130487361718427,-73.12695877711091,1.5,1.9082196515380174,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.129443895857326,-73.12709617816893,1.5,1.9156511765143032,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.128784971818194,-73.12408422787914,1.5,1.8819820600939083,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.132085837405555,-73.12515717828428,1.5,1.910483973289435,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.128314277490056,-73.1246452472869,1.5,1.9145742846814868,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.127759672560828,-73.12355894122584,1.5,1.8884670541553261,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.129147048883122,-73.12426740432404,1.5,1.9111908074123232,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.131174365526607,-73.12470863623268,1.5,1.9113237551714966,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.131658879313581,-73.12467803257978,1.5,1.889008947577399,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.132691184131058,-73.12606611565843,1.5,1.87754463135458,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.1289011839885115,-73.12755140374101,1.5,1.8763174333620345,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.1295032612459215,-73.12534412964035,1.5,1.9017301108384292,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.128040313171132,-73.12655208315056,1.5,1.9065401973757863,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.130404003663921,-73.12549741950524,1.5,1.8841494833908417,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.132684906869106,-73.12307820077221,1.5,1.900531706826522,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.1310839397957215,-73.12644683204331,1.5,1.9114107407227696,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.130513761787268,-73.12740194133596,1.5,1.912363814293306,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.129419231198799,-73.12618883026005,1.5,1.9310376024024496,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.132240922888216,-73.12612243324108,1.5,1.9255396166439607,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.129983362169681,-73.12411950105557,1.5,1.879974171344869,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.1280270695918215,-73.12468986023434,1.5,1.9336717241907604,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.129273591659998,-73.12345616690884,1.5,1.8893804699088856,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.127664461801198,-73.1241064660757,1.5,1.9208974562490884,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.128391899857461,-73.1255090664768,1.5,1.9013597325210216,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.127397374681265,-73.1232923630879,1.5,1.8917570124308605,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.129747901716869,-73.12681099496231,1.5,1.8638460628045013,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.130725969802823,-73.12759548271836,1.5,1.896568709795673,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.129154417153642,-73.12722931197882,1.5,1.8688123352938877,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.129570385641339,-73.1237908140574,1.5,1.9193459847168555,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.132477860924244,-73.1252073109008,1.5,1.9303364351920744,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.131359575274762,-73.12684199765854,1.5,1.884061780214066,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.130220459538099,-73.12499431853276,1.5,1.9123378151168013,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.128837397722775,-73.1268907202089,1.5,1.8854921695598403,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.132142166791702,-73.12393241351374,1.5,1.887430305397264,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.128570602682443,-73.12529280115497,1.5,1.9154898940773073,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.129057561663537,-73.12564700432199,1.5,1.8992292347631317,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.1322072849549905,-73.1260793735048,1.5,1.93479296083862,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.1301594068516065,-73.12429152572292,1.5,1.8903553504259414,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.131307530604481,-73.12575146040999,1.5,1.9199867266494897,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.130489652524097,-73.12724235193913,1.5,1.9019482682591555,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.130827947175144,-73.12707727667882,1.5,1.9159155601948845,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.128917486357306,-73.122488209237,1.5,1.891056846853401,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.12860446184276,-73.12277814593226,1.5,1.8990088232489684,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.129042181195557,-73.1239139963838,1.5,1.8976900224140212,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.1281407869244715,-73.126273194721,1.5,1.8832788577030841,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.132019773976671,-73.12244862773449,1.5,1.9132416306916349,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.128830415703536,-73.12348415785682,1.5,1.9130049801115672,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.13033179244559,-73.12382055525384,1.5,1.9118710938981112,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.131575473453432,-73.12527537119351,1.5,1.9307393130786668,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.1315314949230535,-73.12623854607862,1.5,1.928986896024726,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.12966753658674,-73.12719481831351,1.5,1.8925011062030173,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.129871886107776,-73.12281065578284,1.5,1.9074610463686834,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.132669375827819,-73.12524048769939,1.5,1.887528101983363,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.130942115700317,-73.12661854239242,1.5,1.900467106322291,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.131697766899691,-73.12605520420753,1.5,1.8880050110176225,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.132172152892403,-73.12456920548254,1.5,1.9324014061827208,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.131551814520182,-73.12675770349252,1.5,1.9072739630068591,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.1283012498975635,-73.12306073826849,1.5,1.8956394174379114,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.130335468904636,-73.12359417568668,1.5,1.9238723714371275,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.127851848885383,-73.12380656459669,1.5,1.8565876918040918,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.130825157034653,-73.12536927676524,1.5,1.8597179481026942,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.132457033474072,-73.12430769693232,1.5,1.9159167731043953,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.130068701323078,-73.12454267683577,1.5,1.9012093689623473,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.12963832428787,-73.1241851370151,1.5,1.9050089260052152,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.12749544014684,-73.12725978392137,1.5,1.873472077933629,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.132480910970689,-73.12545783775448,1.5,1.8995353257829926,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.127857830418079,-73.12749269345214,1.5,1.9400701882080267,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.127523695079208,-73.12503267781129,1.5,1.9164839923959172,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.128629793303573,-73.12592521150914,1.5,1.9033941309028561,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.127655632792652,-73.1269330707371,1.5,1.8912189217979012,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.129757819035764,-73.12715668715987,1.5,1.892108542962612,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.130086808643574,-73.1245233904743,1.5,1.8574160422159995,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.128988640633378,-73.12679130920634,1.5,1.905152808418423,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.127577014360409,-73.12268820483744,1.5,1.916909662169637,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.127904222916614,-73.12455919105558,1.5,1.8684876134565875,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.129376793750424,-73.12583271910647,1.5,1.8867716621538635,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.127628642443851,-73.124505603277,1.5,1.8768507073553315,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.1310694178138725,-73.12759498352314,1.5,1.8806929761038247,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.128419103457417,-73.12250636367207,1.5,1.901069632536438,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.128931992112289,-73.12509623357518,1.5,1.8583119569002304,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.129428710143438,-73.12346249118217,1.5,1.9122854087671413,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.129550031447762,-73.12726910636773,1.5,1.9150771013986736,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.127310996244002,-73.12507255174454,1.5,1.8949779482392617,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.127906759018378,-73.12505053518892,1.5,1.850385829800309,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.131957452060203,-73.12261910801936,1.5,1.880071627479952,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.127308688700794,-73.12460994420792,1.5,1.9246580386820538,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.1300440704772745,-73.1251441641356,1.5,1.8444401143854285,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.129943353565799,-73.12626718193644,1.5,1.8930495317561296,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.129099387837057,-73.12591592460657,1.5,1.8763999844306547,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.129629445432849,-73.12488758386638,1.5,1.9160914060316967,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.131513996075145,-73.12533219832336,1.5,1.8864977209571308,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.131841111190112,-73.12760146446087,1.5,1.908079080414712,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.128706857603221,-73.12322563068807,1.5,1.9113092083833818,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.129042170909831,-73.12284568521615,1.5,1.9367245167946003,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.128610455595003,-73.1269563186493,1.5,1.8959411611264925,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.129891344326275,-73.12470615247354,1.5,1.907520887392452,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.130988849203046,-73.12712855771589,1.5,1.8702988904174511,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.1285336716373475,-73.12406336163198,1.5,1.9238082712658748,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.129086661974321,-73.1261896465455,1.5,1.8847898230385727,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.1323223251127175,-73.12413306272803,1.5,1.888784916718245,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.127564111652704,-73.12376560758112,1.5,1.8995550441030158,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.129788315550299,-73.12353910002044,1.5,1.8687423130932028,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.131141552306283,-73.12713309731629,1.5,1.9045754005785787,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.128113874441988,-73.12273773545503,1.5,1.9193493254585001,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.127557662060744,-73.1264670912145,1.5,1.9058586764699457,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.128047781642855,-73.12751554176964,1.5,1.8682220487164254,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.132259940482012,-73.124701713309,1.5,1.8975238141815491,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.12735200031339,-73.12570192217885,1.5,1.9148405780595896,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.128318207307147,-73.12320660961484,1.5,1.8624402246806817,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.127470838816612,-73.12332373432551,1.5,1.8785046797236455,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.1278989840048235,-73.125994395242,1.5,1.9175308720816302,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.130648317096403,-73.12253714165624,1.5,1.9054019086839455,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.128605901731002,-73.1261369848414,1.5,1.908239431642535,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.130373463354053,-73.12491811961604,1.5,1.9371899107714698,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.130486687938854,-73.12632705722156,1.5,1.909371055570124,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.131885528469514,-73.12262880331387,1.5,1.9131577602086636,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.12732761940477,-73.12682385634402,1.5,1.9542149105443665,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.13190675673795,-73.1274747674437,1.5,1.89572390883819,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.130642758208606,-73.12535294096006,1.5,1.88404234472763,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.128180187581904,-73.12232247099598,1.5,1.9085559279649427,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.1314727509412785,-73.12287006643471,1.5,1.9087798205877777,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.131918207345522,-73.12364807429263,1.5,1.8894656921610757,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.128674023049461,-73.12287487782648,1.5,1.879352059608903,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.132259781233948,-73.1228604446154,1.5,1.9461968884418015,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.129754255498471,-73.12489744859293,1.5,1.9065368694077605,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.130558071078174,-73.12600097433443,1.5,1.8853542923719584,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.132615134781284,-73.12352080153931,1.5,1.918318606045592,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.12925285842328,-73.12412088910872,1.5,1.8978170969687733,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.131689785794748,-73.12568704688061,1.5,1.8949423710736433,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.129020094418055,-73.12720528258839,1.5,1.9112454574382898,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.131614535112009,-73.12365796276153,1.5,1.874162354635366,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.130543553138092,-73.12629173522133,1.5,1.9070525440783435,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.128469475289922,-73.12262461834975,1.5,1.9382590961546349,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.129536090851596,-73.12640859711355,1.5,1.909323553243946,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.129015974715001,-73.12705143522798,1.5,1.8924757579243305,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.127723502575249,-73.12319941555201,1.5,1.889857894391435,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.127463021502393,-73.12688543332804,1.5,1.8917932005330977,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.1291716096270275,-73.12674413287358,1.5,1.8949207464390443,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.127404742104539,-73.12445955825955,1.5,1.8924438693448344,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.128194995477694,-73.1229631387068,1.5,1.9183262288214913,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.131215073354403,-73.12665078254588,1.5,1.8653358179358202,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.131122845665516,-73.12603145627902,1.5,1.9172400010082427,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.131287362977737,-73.12349147773678,1.5,1.8924062694971486,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.129013371377341,-73.12243421681971,1.5,1.9075389557139073,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.132104517547088,-73.12499596944345,1.5,1.8781449293198151,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.130506303034823,-73.12693647864542,1.5,1.9265726213369887,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.12798206445453,-73.12764320527351,1.5,1.9249126992034373,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.128077530966768,-73.12647012539529,1.5,1.9191918105150014,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.131041929336652,-73.12700214381557,1.5,1.8697049044841292,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.128235228494174,-73.12403389549333,1.5,1.916582421421321,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.130039350904589,-73.12705646768677,1.5,1.9080971017527142,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.132653580468652,-73.12496557795158,1.5,1.8683291546442768,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.127323659935392,-73.12394360454947,1.5,1.8995140523245837,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.127391498626654,-73.12455888941338,1.5,1.9072906897806652,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.132660649708453,-73.1266326143275,1.5,1.911121505476463,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.13045670519342,-73.12334617657916,1.5,1.903545227338977,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.127986832480186,-73.1238286201036,1.5,1.9058246283369475,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.132143814713907,-73.12370040950711,1.5,1.9294722278450618,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.132052505334224,-73.12700630096846,1.5,1.9245206781982136,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.130195334881925,-73.12704601969902,1.5,1.842658900924345,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.130657181223294,-73.122674922935,1.5,1.8936512289032463,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.128776134044906,-73.12555696784466,1.5,1.896706979449121,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.127574635909075,-73.12608243724902,1.5,1.8649580285454606,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.1305102801633735,-73.12506207974545,1.5,1.9019089364916648,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.128892513464468,-73.12411434749158,1.5,1.92497515544821,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.130882887654668,-73.12252232934632,1.5,1.878268642808188,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.131814355314523,-73.12616130137883,1.5,1.9067280187737974,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.127400028199348,-73.12268989979668,1.5,1.881683530454071,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
7.130516464793353,-73.12758380509852,1.5,1.8865617595264064,1.9,4.0,270.0,D,7.13,-73.125,2.0,0.3
